18492, 8492, 0
1891120, 1967741, 0
2133669, 2210290, 0
2376219, 2452840, 0
2618770, 2695391, 0
2861321, 2937942, 0
3103872, 3180493, 0
3346422, 3423043, 0
3588973, 3665594, 0
3831523, 3908144, 0
4074074, 4150695, 0
4316624, 4393245, 0
4559175, 4635796, 0
4801725, 4878346, 0
5044275, 5120896, 0
5286826, 5363447, 0
5529376, 5605997, 0
