1675981119352834463,1030.3406
1675981119452506234,1030.3154
1675981119652043942,1030.3241
1675981119853355765,1030.326
1675981120051085973,1030.3325
1675981120251486077,1030.3406
1675981120451513421,1030.4147
1675981120652219358,1030.3754
1675981120852365504,1030.3469
1675981121053613369,1030.261
1675981121254194254,1030.1521
1675981121453073681,1030.2532
1675981121653214827,1030.21
1675981121852545556,1030.0765
1675981122054499670,1029.9066
1675981122252973212,1029.9319
1675981122453008628,1029.9576
1675981122653335191,1029.8326
1675981122853754618,1029.8038
1675981123060106024,1030.0002
1675981123252676545,1030.1627
1675981123452858628,1030.2673
1675981123653423472,1030.3055
1675981123853280972,1030.3153
1675981124068207690,1030.332
1675981124253682482,1030.352
1675981124455434878,1030.3649
1675981124654668628,1030.3585
1675981124851721752,1030.3195
1675981125051763263,1030.4435
1675981125251893575,1032.8793
1675981125451763106,1037.6742
1675981125651915867,1044.3567
1675981125851958992,1054.3499
1675981126051844252,1067.5428
1675981126251838679,1081.865
1675981126451966752,1095.854
1675981126651550971,1108.3179
1675981126851805970,1118.7478
1675981127051856700,1127.096
1675981127251781439,1133.812
1675981127451868054,1139.4663
1675981127651886856,1144.4735
1675981127851896543,1149.3312
1675981128052380345,1153.104
1675981128251903574,1157.2286
1675981128451386126,1163.2627
1675981128651700814,1169.5547
1675981128851735866,1175.6552
1675981129053421699,1181.939
1675981129251934511,1189.1406
1675981129453275292,1197.8804
1675981129651897688,1207.3053
1675981129851448834,1215.0736
1675981130051618365,1220.808
1675981130251814928,1224.4681
1675981130451921907,1226.8184
1675981130652597896,1228.3672
1675981130851989146,1229.393
1675981131052719719,1230.075
1675981131252262635,1230.5437
1675981131452157687,1230.8677
1675981131652886698,1231.1213
1675981131853112739,1231.388
1675981132051845448,1231.5265
1675981132252222895,1231.7917
1675981132452076698,1232.0504
1675981132653479614,1232.253
1675981132852252062,1232.3982
1675981133052191593,1232.525
1675981133252270239,1232.6165
1675981133452598780,1232.7173
1675981133652088051,1232.8301
1675981133852550239,1232.9393
1675981134052000603,1233.0411
1675981134252257738,1233.1406
1675981134452407738,1233.2141
1675981134652340551,1233.2767
1675981134852327009,1233.34
1675981135052586644,1233.4204
1675981135251814874,1233.4993
1675981135452064301,1233.5801
1675981135651951228,1233.6233
1675981135852759665,1233.6577
1675981136052540759,1233.6661
