1675981119157592848,-5.79834E-4,-0.0047302246,0.0073547363
1675981119351310505,-3.3569336E-4,-0.0013122559,0.008087158
1675981119546840609,-4.5776367E-4,-0.0020446777,0.008575439
1675981119740539098,0.0013885498,-0.005706787,0.0101623535
1675981119935701546,-0.005584717,-0.0024108887,0.0082092285
1675981120128682796,0.003326416,0.005645752,0.009552002
1675981120323550452,-0.0050811768,-0.014266968,0.009307861
1675981120517581181,-0.0016784668,-0.01133728,-0.004486084
1675981120713206910,0.3297882,0.36618042,-1.6371002
1675981120906497275,1.2970276,1.2359314,-1.5405884
1675981121101145191,5.19635,-1.8622742,-0.97406006
1675981121295483837,-0.24028015,-1.3817596,-1.1844482
1675981121491446545,1.9067993,-0.9735718,0.46661377
1675981121688367900,-1.40448,-0.726532,-0.7170105
1675981121880283212,0.16178894,-0.6101074,-0.77149963
1675981122075476233,-0.25665283,-0.55659485,-0.7166443
1675981122267849201,-0.015106201,-0.14352417,-0.7642975
1675981122463174774,1.5479736,-0.6313629,-0.19361877
1675981122656560399,1.1968384,-0.5393677,-0.83735657
1675981122852317743,0.06674194,-1.4829254,-0.06985474
1675981123046762378,0.41932678,-0.93569946,-0.05140686
1675981123239904253,0.80918884,-0.3545227,-0.26545715
1675981123435968420,0.8982544,-0.3137207,-0.20523071
1675981123628831753,-0.38261414,-0.45776367,-0.14144897
1675981123823270763,0.21383667,-0.8335724,0.17216492
1675981124017370347,0.338089,-0.47631836,-0.18823242
1675981124214248576,0.11830139,-0.48329163,0.26245117
1675981124406249773,0.43496704,-0.3085785,-0.03138733
1675981124600603107,-0.72517395,0.6937256,-0.71395874
1675981124795496596,2.265503,5.303467,-2.5668488
1675981124988930815,-0.64297485,0.8978729,-0.25471497
1675981125182869773,-0.59017944,-2.29599,1.0320282
1675981125377199513,-0.49623108,-2.5464478,1.7467346
1675981125571398575,-0.14486694,-1.6360016,1.6746674
1675981125765845190,0.15446472,-1.9595184,0.96287537
1675981125959971648,-0.11444092,-2.372345,0.45231628
1675981126154503314,0.0652771,-1.9815063,1.8239594
1675981126349114044,-0.053100586,-2.3305664,2.2739258
1675981126543638783,-0.5703888,-2.7725983,1.5105743
1675981126737823887,-0.52041626,-1.9729614,1.2337341
1675981126932304356,-0.2315979,-1.4733887,0.8292084
1675981127127529304,-0.012054443,-1.3093109,0.5367279
1675981127321138002,0.096069336,-1.399231,0.60246277
1675981127515850189,0.16337585,-1.4443054,0.81980896
1675981127709592793,0.41200256,-0.9881134,0.953598
1675981127903811283,0.4029541,-1.1352081,1.7320862
1675981128098572949,0.6168823,-0.46496582,1.8171082
1675981128292884199,0.7071686,-0.85946655,1.7670288
1675981128487320970,0.53759766,-1.490982,2.949051
1675981128681638834,0.43423462,-1.3852997,3.2055054
1675981128876136126,0.46258545,-1.8523712,0.5342865
1675981129070619720,0.36434937,-2.1205444,0.99720764
1675981129265053157,-0.36244202,-2.8032532,3.0200348
1675981129460763574,-0.83354187,-3.001297,2.0592651
1675981129653298417,-0.24443054,-0.7123718,1.377533
1675981129848098001,0.09373474,0.75994873,0.08505249
1675981130042379459,0.399292,0.41493225,0.07614136
1675981130236507115,0.16874695,0.04840088,0.1567688
1675981130431189823,0.023010254,-0.3035736,0.0050354004
1675981130626292271,-0.043701172,-0.46240234,0.042541504
1675981130820050969,-0.17662048,-0.5339966,-0.05580139
1675981131015076854,-0.21534729,-0.63894653,-0.07522583
1675981131209243729,-0.09439087,-0.89501953,0.004425049
1675981131402895187,-0.01889038,-0.94584656,-0.015975952
1675981131597477635,0.048416138,-0.6641083,-0.10284424
1675981131791814823,0.05342102,-0.30992126,0.022384644
1675981131986220656,0.011154175,-0.024780273,-0.03100586
1675981132180429979,-0.03904724,0.16201782,0.004180908
1675981132374694718,-0.035507202,0.30654907,-0.01914978
1675981132569309562,-0.022567749,0.29592896,-0.014633179
1675981132763445656,-0.02267456,0.14198303,0.048416138
