1675934377141153228,1030.3546
1675934377341251666,1030.3884
1675934377541298124,1030.3712
1675934377741409947,1031.0273
1675934377941397916,1030.7219
1675934378140928228,1030.5892
1675934378342040415,1030.3711
1675934378545038228,1030.1737
1675934378743147551,1029.9155
1675934378942898749,1029.7087
1675934379141998853,1029.7258
1675934379346134269,1029.8066
1675934379547088123,1029.8317
1675934379748899738,1029.8195
1675934379947726404,1029.7971
1675934380141346925,1029.817
1675934380343791873,1029.8514
1675934380542636300,1030.5962
1675934380740967550,1034.966
1675934380942177967,1039.1228
1675934381143769633,1043.5248
1675934381341786039,1050.6213
1675934381541732654,1059.7269
1675934381741999841,1068.2328
1675934381942573747,1076.1289
1675934382141140622,1084.3915
1675934382343675778,1093.6985
1675934382545125674,1104.0818
1675934382742662445,1114.5999
1675934382940688851,1124.8745
1675934383142519789,1135.306
1675934383345658695,1145.9728
1675934383542516195,1151.5001
1675934383745351090,1161.8638
1675934383942498538,1168.7617
1675934384143841715,1172.6061
1675934384342328746,1174.7485
1675934384541509371,1175.962
1675934384742530517,1176.8088
1675934384944440517,1177.4446
1675934385143860569,1177.836
1675934385342051194,1178.0565
1675934385542194631,1178.2999
1675934385742753694,1178.6107
1675934385942737704,1179.0155
1675934386144922183,1179.453
1675934386343827860,1179.8702
1675934386545224891,1180.2166
1675934386743275204,1180.4675
1675934386942711923,1180.6501
1675934387144828954,1180.7754
1675934387342370047,1180.8806
1675934387542731610,1180.9391
1675934387745176974,1180.9695
1675934387942785464,1180.9829
1675934388144155308,1181.0157
1675934388342923016,1181.0615
1675934388543425464,1181.096
1675934388744033589,1181.1285
1675934388943793797,1181.1775
1675934389144050828,1181.2035
1675934389346247703,1181.2231
1675934389545632963,1181.2373
1675934389742964526,1181.2574
1675934389945619838,1181.2848
1675934390141688536,1181.303
1675934390341341192,1181.3036
1675934390542493588,1181.3187
1675934390740909994,1181.3281
1675934390944045411,1181.3403
1675934391142610463,1181.3484
1675934391345992285,1181.3536
1675934391543567650,1181.3553
1675934391744092337,1181.3524
1675934391943606973,1181.3494
1675934392141956764,1181.3503
1675934392343213795,1181.3547
1675934392543885150,1181.36
1675934392743823847,1181.3608
1675934392943263639,1181.3589
1675934393141385462,1181.3479
1675934393342046503,1181.3335
1675934393543396087,1181.3378
1675934393742965357,1181.3469
1675934393942465774,1181.3501
1675934394141443639,1181.3513
1675934394342282232,1181.3511
1675934394542267909,1181.3528
1675934394742892597,1181.3712
1675934394942991295,1181.3813
1675934395142379940,1181.3818
1675934395342700774,1181.3779
1675934395542503534,1181.3766
1675934395742015669,1181.3793
1675934395942711138,1181.3787
1675934396143746294,1181.386
1675934396343655356,1181.3843
1675934396542131502,1181.3884
1675934396743384992,1181.3872
1675934396942515721,1181.3849
1675934397142743846,1181.3933
1675934397341921242,1181.3994
1675934397542633481,1181.3987
1675934397742788793,1181.3978
1675934397945219106,1181.4044
1675934398142424887,1181.3956
1675934398343756241,1181.3926
1675934398543557699,1181.3925
1675934398743228012,1181.3989
1675934398945198116,1181.3971
1675934399142790720,1181.3956
1675934399343596553,1181.4037
1675934399542328011,1181.4
1675934399743919105,1181.4006
1675934399943845720,1181.4082
1675934400143895355,1181.4072
1675934400343851813,1181.3989
1675934400543776449,1181.3914
1675934400742383896,1181.394
1675934400942616344,1181.399
1675934401143356448,1181.3936
1675934401343892490,1181.3953
1675934401544198271,1181.3936
1675934401744354313,1181.3896
1675934401942683531,1181.3892
1675934402141800667,1181.399
1675934402343348740,1181.405
1675934402543201344,1181.4026
1675934402742657854,1181.4059
1675934402943761864,1181.4076
1675934403143098375,1181.406
1675934403343729729,1181.405
1675934403547157437,1181.4121
1675934403742914468,1181.3958
1675934403942294208,1181.3971
1675934404142796083,1181.3875
1675934404345196916,1181.3881
1675934404543781968,1181.3877
1675934404743948478,1181.3807
1675934404944288895,1181.3693
1675934405145247384,1181.3434
1675934405345375561,1181.3402
1675934405543780301,1181.3384
1675934405743728426,1181.3369
1675934405945566863,1181.3394
1675934406145551863,1181.346
1675934406343905821,1181.3508
1675934406545735717,1181.3491
1675934406744190613,1181.3578
1675934406943971498,1181.356
1675934407143323998,1181.3486
1675934407343384936,1181.3556
1675934407545036967,1181.3522
1675934407744020873,1181.3561
1675934407944429206,1181.362
1675934408143429831,1181.3759
1675934408344049466,1181.3882
1675934408544727696,1181.3966
1675934408744265820,1181.4071
1675934408943583477,1181.4149
1675934409142465820,1181.4022
1675934409345754674,1181.3918
1675934409544692018,1181.3812
1675934409743063216,1181.3596
1675934409945099153,1181.3615
1675934410142385664,1181.3636
1675934410342839778,1181.3674
1675934410545094830,1181.3625
1675934410744396288,1181.37
1675934410942980872,1181.3818
1675934411143918840,1181.396
1675934411343827122,1181.406
1675934411543880455,1181.3987
1675934411743943944,1181.3978
1675934411943772017,1181.4052
1675934412142466548,1181.3993
1675934412342618059,1181.3965
1675934412542467434,1181.401
1675934412742711548,1181.4003
1675934412942334725,1181.3976
1675934413144231496,1181.3962
1675934413342734100,1181.3915
1675934413542822017,1181.3818
1675934413742827433,1181.382
1675934413942857225,1181.3923
1675934414142690923,1181.4003
1675934414342834100,1181.393
1675934414542889412,1181.3972
1675934414742906652,1181.395
1675934414942730974,1181.3914
1675934415142812381,1181.3901
1675934415342739933,1181.3925
1675934415542690037,1181.4
1675934415742889776,1181.3958
1675934415942938057,1181.387
1675934416142757693,1181.3846
1675934416342883943,1181.393
1675934416542736703,1181.3944
1675934416743022432,1181.393
1675934416942708109,1181.385
1675934417142962328,1181.3839
1675934417342653630,1181.3788
1675934417544032484,1181.3804
1675934417744325348,1181.3862
1675934417943018004,1181.3875
1675934418142769619,1181.3936
1675934418342771858,1181.3894
1675934418542773577,1181.3939
1675934418743074358,1181.3984
1675934418943079046,1181.3892
1675934419143035139,1181.3866
1675934419343084879,1181.3892
1675934419543152743,1181.397
1675934419743203577,1181.3966
1675934419942914827,1181.3911
1675934420143086129,1181.3925
1675934420343118212,1181.3862
1675934420543156753,1181.3795
1675934420743033108,1181.3953
1675934420942866233,1181.3962
1675934421142855764,1181.3951
1675934421343359722,1181.3914
1675934421543237586,1181.388
1675934421743189201,1181.3871
1675934421943262951,1181.388
1675934422143255503,1181.3936
1675934422343838836,1181.3894
1675934422543272899,1181.3917
1675934422743309773,1181.3915
1675934422943161700,1181.3884
1675934423143120138,1181.3843
1675934423342912221,1181.3862
1675934423542934200,1181.3915
1675934423743008419,1181.4027
1675934423943065190,1181.4028
1675934424143239356,1181.4011
1675934424342967794,1181.3953
1675934424543057950,1181.3971
1675934424742945606,1181.3915
1675934424944233262,1181.3959
1675934425144175345,1181.4084
1675934425343144877,1181.4059
1675934425543180085,1181.4116
1675934425743276127,1181.4033
1675934425943193001,1181.403
1675934426143047012,1181.3982
1675934426343586230,1181.3971
1675934426543488887,1181.3889
1675934426743608522,1181.3862
1675934426943591230,1181.3944
1675934427143766022,1181.4015
1675934427343582272,1181.3988
1675934427543321595,1181.3903
1675934427743246282,1181.3821
1675934427943285761,1181.3798
1675934428143575188,1181.3542
1675934428343575396,1181.3378
1675934428543607948,1181.3207
1675934428743578573,1181.3075
1675934428943677948,1181.3059
1675934429143326854,1181.2971
1675934429343694667,1181.298
1675934429543679719,1181.2946
1675934429743805552,1181.2877
1675934429943216177,1181.2836
1675934430143523625,1181.2806
1675934430343481854,1181.2725
